IDs,DIOs,DISs,DAOs,Precv,Pforw,Pdrop,Psent,Network,OF,Attack
1,3283,380,2661,461,115,207,1688.0,Static,MRHOF,4
8,3617,567,1815,577,91,209,2058.0,Mobile,MRHOF,4
9,3423,730,1765,467,5,227,1502.0,Static,OF0,4
4,2809,772,3492,152,36,272,1385.0,Mobile,OF0,4
5,2413,999,978,620,77,179,1540.0,Mobile,MRHOF,4
6,3787,688,3932,298,24,162,1382.0,Mobile,MRHOF,4
13,4913,499,2385,526,170,271,1606.0,Static,OF0,4
8,3032,258,1214,451,95,162,1780.0,Mobile,MRHOF,4
15,2502,931,1876,772,163,100,2141.0,Mobile,MRHOF,4
10,3405,922,2954,225,54,111,1597.0,Mobile,OF0,4
11,3805,989,1346,464,113,288,997.0,Static,OF0,4
18,4237,988,1373,59,5,144,733.0,Mobile,OF0,4
19,2786,787,3415,422,55,264,1911.0,Mobile,MRHOF,4
2,4862,680,2392,177,48,293,1219.0,Mobile,MRHOF,4
21,3224,749,3569,268,41,297,1637.0,Mobile,OF0,4
4,3099,912,3767,765,59,140,1415.0,Static,MRHOF,4
5,4119,368,1331,751,106,147,1778.0,Mobile,MRHOF,4
6,2668,930,854,699,143,285,1697.0,Mobile,OF0,4
4,2513,352,1170,407,62,272,1875.0,Static,MRHOF,4
8,3803,939,1661,534,107,160,1103.0,Static,OF0,4
9,2843,984,2582,79,17,186,1501.0,Mobile,MRHOF,4
10,3335,213,63,312,101,143,1054.0,Mobile,MRHOF,4
8,2527,676,1352,411,126,165,1644.0,Mobile,MRHOF,4
9,2671,416,3030,351,90,114,1055.0,Static,MRHOF,4
1,3725,742,1261,489,102,142,1467.0,Static,MRHOF,4
11,2290,744,1667,357,69,180,1439.0,Static,MRHOF,4
12,3441,301,2720,153,50,231,992.0,Static,OF0,4
4,3331,452,3421,320,82,179,1071.0,Static,MRHOF,4
14,2881,700,3315,734,38,177,1406.0,Mobile,MRHOF,4
15,2944,241,1808,683,15,282,1326.0,Mobile,MRHOF,4
7,4976,785,2818,531,164,219,,Static,MRHOF,4
8,4956,667,3217,218,60,211,1026.0,Static,OF0,4
9,4506,482,463,298,60,263,1237.0,Static,OF0,4
19,2604,793,35,621,161,112,1283.0,Static,OF0,4
20,2849,392,899,762,145,213,1695.0,Static,MRHOF,4
21,3919,256,2899,565,172,129,1852.0,Mobile,MRHOF,4
1,4956,293,329,721,198,285,1505.0,Mobile,MRHOF,4
2,4501,223,2556,661,114,174,1790.0,Mobile,MRHOF,4
3,4777,615,3608,162,51,128,843.0,Static,MRHOF,4
4,3828,456,338,569,120,114,1656.0,Mobile,MRHOF,4
5,4657,537,213,348,8,120,1555.0,Mobile,OF0,4
6,3648,907,2114,768,126,176,1539.0,Static,MRHOF,4
7,3505,715,1890,324,78,136,1357.0,Mobile,MRHOF,4
8,3001,209,3642,551,97,259,1744.0,Mobile,MRHOF,4
9,4657,267,3670,340,106,125,1789.0,Mobile,OF0,4
10,2482,872,1344,539,61,167,,Mobile,OF0,4
11,2866,573,559,240,13,100,,Mobile,OF0,4
12,3984,566,204,599,16,245,1586.0,Static,MRHOF,4
1,4610,906,2442,393,90,224,1656.0,Mobile,MRHOF,4
14,3826,843,3815,580,126,186,1969.0,Mobile,MRHOF,4
15,3760,865,2779,614,63,215,1670.0,Mobile,MRHOF,4
4,3592,882,1336,398,49,164,1011.0,Mobile,OF0,4
5,4631,790,2744,385,51,282,1541.0,Static,OF0,4
18,2803,346,555,200,22,110,1547.0,Static,OF0,4
7,4018,942,472,621,192,208,1562.0,Mobile,OF0,4
20,4591,405,39,474,122,190,,Mobile,MRHOF,4
21,2826,625,2428,397,83,107,1733.0,Static,MRHOF,4
10,4247,417,277,664,220,259,1435.0,Static,MRHOF,4
11,3232,955,3963,740,172,160,1414.0,Static,MRHOF,4
3,4964,283,1398,502,102,152,1565.0,Mobile,OF0,4
4,3908,588,1770,290,12,243,1263.0,Mobile,OF0,4
2,3562,854,113,171,18,278,1556.0,Mobile,MRHOF,4
6,3577,686,638,363,94,266,1847.0,Static,MRHOF,4
4,2492,413,2342,212,2,295,895.0,Mobile,OF0,4
8,2938,949,1556,386,119,216,1166.0,Mobile,OF0,4
9,4065,958,1168,299,52,139,1634.0,Static,OF0,4
7,3470,751,190,57,2,247,910.0,Static,OF0,4
8,3862,929,2195,435,108,235,1483.0,Mobile,OF0,4
9,2992,802,702,173,6,257,729.0,Mobile,OF0,4
13,2605,623,3476,56,11,209,834.0,Mobile,OF0,4
11,2183,896,1731,422,24,261,1825.0,Mobile,MRHOF,4
12,4752,241,3123,798,81,253,1881.0,Mobile,MRHOF,4
1,4145,966,3082,573,119,131,2051.0,Static,OF0,4
17,4987,376,2583,696,190,164,1265.0,Mobile,OF0,4
18,4876,490,943,577,146,138,1431.0,Mobile,MRHOF,4
4,2209,807,3604,385,57,166,1245.0,Mobile,OF0,4
5,3178,870,3186,199,4,284,753.0,Static,OF0,4
21,3496,598,3643,111,0,171,,Static,OF0,4
1,4553,248,3435,393,40,271,1831.0,Static,OF0,4
2,2687,732,2119,548,25,233,1795.0,Static,MRHOF,4
3,2216,258,491,728,146,123,1860.0,Static,OF0,4
10,3148,608,3731,553,84,235,1499.0,Static,MRHOF,4
11,2040,346,2765,613,4,216,1542.0,Mobile,OF0,4
6,3624,684,2183,528,119,294,1110.0,Static,MRHOF,4
1,4453,300,2822,329,1,143,881.0,Static,MRHOF,4
8,4085,639,3867,90,7,118,1484.0,Mobile,OF0,4
9,3671,744,3982,414,55,258,1791.0,Mobile,MRHOF,4
10,4128,340,1999,330,11,122,831.0,Static,MRHOF,4
11,3717,968,3579,248,15,153,,Mobile,OF0,4
12,2121,858,3696,207,12,241,776.0,Mobile,OF0,4
7,3455,985,898,570,52,169,1176.0,Static,MRHOF,4
8,3457,373,67,255,84,125,887.0,Static,MRHOF,4
15,3529,833,3568,154,18,298,1378.0,Mobile,OF0,4
10,2866,795,3950,282,34,234,1127.0,Static,OF0,4
11,2417,759,2557,536,30,230,1758.0,Static,MRHOF,4
18,3857,236,2735,101,28,157,1553.0,Mobile,MRHOF,4
19,3235,485,2404,530,23,291,1075.0,Static,OF0,4
2,2284,887,3570,409,101,123,,Mobile,OF0,4
3,2178,752,2956,476,58,232,1819.0,Mobile,OF0,4
1,4456,625,3266,685,210,247,1825.0,Mobile,OF0,4
5,4511,856,146,784,184,163,1367.0,Static,OF0,4
3,4416,821,3371,480,141,125,1489.0,Static,MRHOF,4
7,4684,255,3281,671,114,216,2094.0,Mobile,MRHOF,4
8,3774,382,69,285,17,188,975.0,Mobile,MRHOF,4
6,2851,651,3565,495,164,253,1144.0,Static,OF0,4
7,2598,827,2046,428,79,281,1534.0,Static,MRHOF,4
11,4180,819,1281,544,129,182,1870.0,Mobile,MRHOF,4
9,3261,634,755,588,6,228,1170.0,Static,MRHOF,4
1,3044,906,942,669,90,147,1473.0,Mobile,OF0,4
2,2532,499,1588,618,81,293,,Static,OF0,4
3,2188,201,1406,454,147,293,,Mobile,MRHOF,4
13,4922,998,3478,598,47,250,1771.0,Static,MRHOF,4
14,3115,866,3195,456,33,216,1382.0,Mobile,MRHOF,4
6,2647,954,14,757,211,115,1893.0,Static,OF0,4
7,2851,534,2303,423,54,281,1029.0,Mobile,MRHOF,4
8,4463,353,548,189,52,172,1601.0,Mobile,OF0,4
18,4780,821,2640,584,73,264,1664.0,Mobile,OF0,4
19,2039,919,3592,190,35,119,837.0,Mobile,MRHOF,4
11,2074,601,1028,469,25,103,1426.0,Static,MRHOF,4
12,2618,870,2051,346,48,259,1670.0,Mobile,MRHOF,4
1,4273,674,2279,265,85,288,1364.0,Static,MRHOF,4
2,3963,536,3883,211,30,174,1199.0,Mobile,MRHOF,4
3,3055,230,1264,551,79,117,1195.0,Static,MRHOF,4
4,4379,562,974,359,71,258,1329.0,Mobile,OF0,4
5,3201,845,2104,562,50,110,1830.0,Static,MRHOF,4
6,4563,432,2335,377,38,291,1066.0,Mobile,MRHOF,4
7,4990,678,2118,530,152,121,1173.0,Mobile,OF0,4
8,4765,665,484,215,45,183,1672.0,Mobile,OF0,4
9,3428,557,3361,673,154,235,1917.0,Static,MRHOF,4
10,2914,764,2142,389,77,228,1168.0,Mobile,OF0,4
11,4978,294,3187,404,117,199,907.0,Mobile,OF0,4
12,4945,421,3825,152,30,130,983.0,Mobile,MRHOF,4
13,4423,986,2685,566,82,225,1718.0,Static,MRHOF,4
2,2771,367,3549,693,229,156,1696.0,Static,OF0,4
3,2335,334,648,235,58,250,1503.0,Mobile,MRHOF,4
16,4193,262,183,442,5,288,1297.0,Mobile,MRHOF,4
17,2933,621,1402,168,22,140,1325.0,Mobile,MRHOF,4
6,3999,307,1661,612,53,194,1244.0,Static,OF0,4
7,4336,607,3906,251,14,217,1383.0,Static,OF0,4
20,2105,244,336,437,137,188,1446.0,Static,OF0,4
21,2617,334,2310,179,36,134,1194.0,Static,MRHOF,4
1,2645,846,330,507,52,267,1110.0,Static,MRHOF,4
2,4215,442,1754,93,29,215,1487.0,Static,MRHOF,4
3,2832,453,2768,787,83,111,2199.0,Static,OF0,4
1,4910,373,111,469,69,239,1431.0,Static,OF0,4
5,3897,681,2722,213,10,293,1025.0,Mobile,MRHOF,4
3,3291,486,3620,545,54,147,1887.0,Mobile,OF0,4
4,3892,238,3658,742,50,144,2146.0,Mobile,OF0,4
5,2302,741,105,240,48,251,1401.0,Static,MRHOF,4
9,4306,230,2499,437,140,146,1048.0,Mobile,MRHOF,4
7,4807,552,2895,683,33,226,1551.0,Mobile,OF0,4
8,3434,467,1789,458,143,287,1883.0,Mobile,OF0,4
9,4991,418,3147,90,27,106,1101.0,Mobile,OF0,4
13,3123,202,3662,386,87,138,1211.0,Static,MRHOF,4
14,3735,885,840,103,30,259,949.0,Mobile,MRHOF,4
12,3826,557,2609,729,191,246,1576.0,Mobile,MRHOF,4
1,3557,869,1688,171,43,160,943.0,Static,OF0,4
17,3909,348,3116,419,59,150,1430.0,Mobile,OF0,4
18,4716,863,3112,533,175,196,1547.0,Static,MRHOF,4
4,4508,415,1301,519,110,180,1580.0,Static,OF0,4
20,2759,222,836,197,7,260,1474.0,Mobile,OF0,4
21,4175,890,2886,158,34,236,871.0,Mobile,OF0,4
1,4652,757,1534,332,65,234,1767.0,Mobile,MRHOF,4
8,4405,911,1027,731,180,289,1621.0,Mobile,MRHOF,4
9,3872,334,334,216,48,114,1190.0,Mobile,MRHOF,4
10,3344,691,1668,354,103,277,1762.0,Mobile,MRHOF,4
11,4187,494,1797,311,25,161,854.0,Static,MRHOF,4
6,4904,538,63,470,142,177,1229.0,Mobile,MRHOF,4
1,3097,295,1027,638,100,247,1455.0,Static,MRHOF,4
8,4245,731,218,94,8,235,1029.0,Static,MRHOF,4
9,3070,693,2915,404,132,130,1017.0,Static,MRHOF,4
4,2337,566,967,451,105,123,1894.0,Mobile,MRHOF,4
5,2299,465,1403,294,61,249,1473.0,Mobile,OF0,4
6,2170,994,1986,326,70,170,1095.0,Mobile,OF0,4
7,3921,218,1454,442,108,181,1368.0,Static,MRHOF,4
14,3850,815,2700,436,91,193,1588.0,Mobile,OF0,4
9,4744,842,1244,69,15,220,634.0,Mobile,MRHOF,4
16,2185,753,2603,352,35,227,896.0,Mobile,OF0,4
11,4788,901,191,739,188,120,1246.0,Static,OF0,4
12,3166,493,931,87,25,271,660.0,Mobile,MRHOF,4
1,2295,486,1057,97,10,168,684.0,Static,MRHOF,4
2,2662,785,1469,167,46,116,1597.0,Mobile,MRHOF,4
21,4402,436,3819,371,56,144,1418.0,Static,MRHOF,4
4,3862,551,2868,292,39,124,1013.0,Static,MRHOF,4
5,4854,450,469,698,106,230,2141.0,Static,MRHOF,4
3,4459,437,378,397,116,156,1012.0,Mobile,OF0,4
7,4189,357,3010,765,121,261,1778.0,Mobile,MRHOF,4
5,4402,624,1604,412,123,235,1583.0,Static,OF0,4
6,4721,405,2337,316,94,262,1558.0,Mobile,MRHOF,4
10,2585,388,2936,668,95,226,1243.0,Static,MRHOF,4
11,2472,265,2543,708,111,110,2000.0,Static,OF0,4
9,2442,564,3752,340,13,233,1131.0,Static,MRHOF,4
1,2253,240,2365,262,16,149,1090.0,Static,OF0,4
11,2906,791,1310,191,42,104,1336.0,Mobile,OF0,4
3,3573,952,1231,591,6,172,1645.0,Static,MRHOF,4
4,2006,535,3005,562,121,129,1369.0,Static,MRHOF,4
5,2284,212,576,571,152,160,1736.0,Mobile,OF0,4
6,2766,424,3874,324,3,163,1773.0,Static,MRHOF,4
7,4968,738,2598,371,89,193,1699.0,Mobile,OF0,4
8,2140,375,361,219,28,138,733.0,Static,OF0,4
18,3298,927,1865,279,63,234,1644.0,Mobile,MRHOF,4
19,2473,569,3231,593,63,235,1915.0,Mobile,MRHOF,4
11,3185,230,3560,314,16,111,1616.0,Static,OF0,4
21,3926,855,2785,494,162,280,1850.0,Mobile,OF0,4
1,2658,217,1779,645,120,115,1319.0,Static,OF0,4
2,2211,787,675,516,166,198,1952.0,Static,MRHOF,4
3,3845,736,3163,654,130,146,1815.0,Mobile,OF0,4
4,3035,856,2789,420,5,120,1472.0,Mobile,OF0,4
5,3291,237,2528,733,35,262,1695.0,Static,OF0,4
6,4054,448,3070,610,32,119,1493.0,Static,OF0,4
7,4734,598,731,652,146,289,1216.0,Mobile,MRHOF,4
8,3351,930,2463,357,6,291,1753.0,Static,OF0,4
9,4574,274,3610,472,123,269,1256.0,Mobile,OF0,4
10,2695,255,673,174,12,168,924.0,Static,OF0,4
11,4626,249,2758,692,184,127,1579.0,Static,MRHOF,4
12,3137,894,81,403,40,279,1559.0,Mobile,MRHOF,4
13,2931,259,3481,545,149,274,1210.0,Mobile,MRHOF,4
2,2372,242,126,395,20,136,1175.0,Mobile,OF0,4
15,3610,532,2815,354,111,209,867.0,Mobile,MRHOF,4
16,3695,326,158,356,12,258,1709.0,Static,MRHOF,4
5,2368,364,2505,756,122,117,1647.0,Static,MRHOF,4
18,3395,592,3165,420,82,172,1826.0,Mobile,OF0,4
7,4557,590,526,543,98,174,1641.0,Static,MRHOF,4
8,3935,254,2177,302,30,293,,Mobile,OF0,4
9,2969,323,3241,522,117,146,1962.0,Mobile,MRHOF,4
10,2385,861,815,59,2,154,690.0,Static,OF0,4
11,2738,251,3439,739,103,287,1896.0,Static,OF0,4
12,4840,989,282,297,30,122,1029.0,Mobile,MRHOF,4
4,3880,528,250,361,38,270,1733.0,Static,MRHOF,4
5,2095,451,751,105,32,276,1453.0,Mobile,MRHOF,4
3,2310,539,3859,504,145,227,1486.0,Mobile,MRHOF,4
4,3496,904,75,305,22,102,1792.0,Static,MRHOF,4
8,2911,698,2121,682,97,151,1632.0,Mobile,OF0,4
9,2323,282,1634,569,52,149,1668.0,Static,OF0,4
10,4017,484,1324,439,68,280,1138.0,Mobile,MRHOF,4
11,2539,502,3752,238,6,132,959.0,Mobile,MRHOF,4
9,4127,930,3471,430,110,145,932.0,Mobile,OF0,4
13,2960,412,2379,761,95,273,1951.0,Static,OF0,4
14,4214,855,762,526,109,234,1453.0,Mobile,OF0,4
15,2884,618,1199,180,28,220,1389.0,Mobile,OF0,4
16,4549,551,3018,666,142,259,1515.0,Static,OF0,4
2,4102,945,224,64,5,191,1544.0,Mobile,MRHOF,4
18,4722,630,1252,251,28,268,1444.0,Static,MRHOF,4
4,4081,511,1426,124,28,137,1262.0,Static,MRHOF,4
20,4908,823,1705,497,143,206,1281.0,Mobile,MRHOF,4
21,2601,366,2290,151,9,169,,Mobile,MRHOF,4
1,3664,764,986,664,166,174,2074.0,Static,MRHOF,4
2,2295,407,419,663,213,274,1440.0,Mobile,OF0,4
9,2580,754,1148,496,19,207,1459.0,Static,MRHOF,4
4,3806,751,1398,345,71,219,1608.0,Static,OF0,4
11,2050,596,2250,160,32,170,1063.0,Mobile,MRHOF,4
12,2886,747,1266,542,115,109,1168.0,Mobile,OF0,4
7,4487,685,3786,562,35,296,1977.0,Mobile,OF0,4
2,4066,468,140,299,13,289,1217.0,Static,OF0,4
9,3169,635,3216,377,12,103,1719.0,Static,MRHOF,4
10,3679,200,2008,205,54,199,1078.0,Static,OF0,4
5,4696,760,622,662,36,251,1493.0,Static,MRHOF,4
6,4333,857,1899,139,12,146,1055.0,Mobile,OF0,4
7,3186,408,2715,340,94,151,1494.0,Mobile,OF0,4
8,3826,777,1505,622,188,146,1145.0,Static,MRHOF,4
15,4268,970,1103,749,206,118,1596.0,Mobile,OF0,4
10,2724,562,1966,516,10,275,1699.0,Mobile,OF0,4
17,3388,594,355,583,58,297,2012.0,Static,MRHOF,4
18,3936,784,170,195,5,286,1564.0,Static,OF0,4
19,3507,525,3600,700,165,105,2068.0,Static,MRHOF,4
2,4812,425,692,55,9,296,1048.0,Static,OF0,4
3,4152,361,676,56,3,232,1327.0,Static,OF0,4
4,4396,835,3398,100,24,259,1514.0,Static,OF0,4
5,2809,878,3974,338,37,214,1272.0,Static,MRHOF,4
3,2821,938,1111,388,63,273,1635.0,Mobile,MRHOF,4
7,4224,818,708,461,82,235,964.0,Mobile,OF0,4
5,4833,936,980,391,31,262,1429.0,Static,OF0,4
9,2061,950,2497,403,24,157,1537.0,Static,OF0,4
10,2749,267,827,695,207,234,1495.0,Static,OF0,4
11,2256,645,1160,619,142,286,1609.0,Static,OF0,4
12,2012,748,1287,309,71,237,1544.0,Mobile,MRHOF,4
10,2681,797,205,798,68,179,1516.0,Static,MRHOF,4
11,3313,953,334,605,177,294,1615.0,Mobile,MRHOF,4
3,2003,965,1730,207,18,150,821.0,Mobile,OF0,4
13,2537,516,2649,492,142,162,1586.0,Mobile,OF0,4
5,3649,325,3589,177,27,260,1602.0,Mobile,MRHOF,4
6,4882,356,1915,498,33,224,1986.0,Mobile,MRHOF,4
16,4870,423,2066,587,176,294,1785.0,Mobile,MRHOF,4
8,2644,967,3145,427,22,214,1781.0,Mobile,OF0,4
18,2251,880,525,357,101,139,1102.0,Mobile,OF0,4
19,2962,799,2263,531,108,109,1877.0,Mobile,MRHOF,4
20,4721,719,2504,753,188,170,1871.0,Mobile,MRHOF,4
21,3484,998,1601,749,89,221,1369.0,Mobile,MRHOF,4
1,4618,607,2201,733,146,141,2156.0,Static,OF0,4
2,4702,598,2806,454,125,180,1420.0,Mobile,MRHOF,4
3,3017,424,2153,364,67,174,1853.0,Mobile,OF0,4
4,3501,219,3936,769,193,188,1972.0,Mobile,OF0,4
5,2473,612,2088,379,73,249,1022.0,Mobile,MRHOF,4
6,2492,375,3803,560,13,188,1257.0,Static,MRHOF,4
7,4163,619,817,615,179,231,1481.0,Mobile,MRHOF,4
8,4591,609,1881,621,49,109,1291.0,Mobile,OF0,4
9,3682,243,1109,245,42,152,1035.0,Static,OF0,4
10,3407,628,2037,201,4,217,1164.0,Mobile,MRHOF,4
11,2238,492,3988,599,121,151,1709.0,Static,OF0,4
12,3137,534,618,561,129,146,1267.0,Static,MRHOF,4
13,3596,704,985,548,23,237,1315.0,Mobile,MRHOF,4
2,4369,727,3624,711,162,146,2055.0,Static,OF0,4
3,2473,688,807,525,159,151,1241.0,Mobile,OF0,4
4,3686,248,3535,303,15,109,1180.0,Static,MRHOF,4
17,3667,835,3815,263,46,142,1344.0,Static,MRHOF,4
6,4946,869,715,764,64,224,1812.0,Mobile,OF0,4
7,4151,716,1844,673,142,265,1310.0,Static,OF0,4
8,3550,718,200,595,46,109,1958.0,Mobile,MRHOF,4
21,2591,599,2726,186,45,235,1036.0,Mobile,OF0,4
10,2458,368,968,406,94,120,922.0,Mobile,OF0,4
11,3152,763,1900,250,8,219,1204.0,Static,MRHOF,4
12,2118,955,3032,743,174,158,1270.0,Mobile,OF0,4
1,2071,548,1576,578,32,257,1307.0,Static,MRHOF,4
2,3210,770,3572,738,145,133,2076.0,Mobile,MRHOF,4
6,4731,917,1734,728,205,216,1534.0,Static,OF0,4
4,3270,381,2480,400,78,197,1877.0,Static,MRHOF,4
5,2708,814,3548,593,72,233,1093.0,Mobile,OF0,4
6,2667,473,1019,542,125,215,1642.0,Mobile,MRHOF,4
10,3026,928,2439,336,0,248,970.0,Static,OF0,4
8,4846,572,329,268,18,289,1126.0,Static,MRHOF,4
9,2824,651,2859,778,208,124,1634.0,Static,OF0,4
10,3822,299,1204,770,236,226,1394.0,Static,OF0,4
11,3698,325,134,174,45,130,1615.0,Mobile,MRHOF,4
12,2144,475,1218,527,161,291,1634.0,Mobile,OF0,4
16,3844,201,3669,109,18,296,1046.0,Mobile,MRHOF,4
17,3369,991,2104,677,100,230,1199.0,Mobile,OF0,4
18,2353,273,3234,714,10,105,1857.0,Mobile,OF0,4
19,4106,400,2110,168,17,133,1449.0,Static,OF0,4
20,3256,578,1864,673,153,287,2057.0,Mobile,MRHOF,4
21,2932,521,1513,767,2,296,1640.0,Static,MRHOF,4
7,2369,959,2089,368,31,171,1535.0,Static,MRHOF,4
2,3476,693,1110,692,149,292,2161.0,Static,OF0,4
9,2904,208,3984,424,52,160,1672.0,Static,OF0,4
4,3136,346,3959,127,19,231,1403.0,Mobile,OF0,4
11,4232,710,2547,521,13,244,1310.0,Static,MRHOF,4
6,2220,989,3620,72,3,129,1424.0,Static,MRHOF,4
1,4954,247,1747,745,173,174,1383.0,Static,MRHOF,4
8,2638,834,2271,764,109,263,2094.0,Static,OF0,4
9,2322,444,764,711,48,120,1478.0,Mobile,OF0,4
10,4118,284,1629,791,130,220,1663.0,Mobile,OF0,4
5,4546,845,1699,488,116,250,1767.0,Mobile,MRHOF,4
12,2696,784,3465,775,199,219,1526.0,Static,OF0,4
7,2462,655,169,376,48,119,1076.0,Mobile,OF0,4
8,4457,984,2438,751,19,298,1543.0,Mobile,MRHOF,4
15,2969,447,2443,123,10,279,1225.0,Static,MRHOF,4
16,2728,851,367,186,28,263,1223.0,Static,OF0,4
17,4060,489,3308,783,228,138,1344.0,Mobile,OF0,4
18,3181,804,1385,431,133,177,1537.0,Mobile,MRHOF,4
1,3492,420,1684,104,17,208,1287.0,Mobile,OF0,4
2,3813,417,1544,675,131,104,1727.0,Mobile,MRHOF,4
21,2371,629,3651,514,22,279,1781.0,Mobile,OF0,4
4,4811,238,3672,366,9,256,913.0,Static,OF0,4
2,4715,602,2471,689,184,158,1800.0,Mobile,OF0,4
6,4839,422,1067,780,110,258,2273.0,Mobile,MRHOF,4
4,4716,635,3553,735,219,293,1454.0,Mobile,MRHOF,4
8,2200,724,2926,628,193,118,2111.0,Mobile,MRHOF,4
6,2833,398,3925,577,82,297,1720.0,Static,OF0,4
7,3863,629,3184,51,10,275,1443.0,Static,MRHOF,4
8,3338,879,1808,55,2,118,582.0,Static,OF0,4
9,4522,422,412,491,12,276,1785.0,Mobile,OF0,4
10,4559,994,2056,505,31,249,1204.0,Static,OF0,4
2,2290,248,2291,416,62,213,1150.0,Mobile,MRHOF,4
12,2572,872,3399,154,26,190,896.0,Static,OF0,4
4,3823,440,1486,751,146,122,1498.0,Mobile,MRHOF,4
14,3505,257,2936,202,49,296,737.0,Mobile,MRHOF,4
15,2218,354,564,569,184,231,1796.0,Static,OF0,4
7,3783,830,1885,700,163,218,1318.0,Static,OF0,4
8,2000,628,1884,568,109,261,1934.0,Static,MRHOF,4
18,4410,392,2085,373,87,106,1747.0,Mobile,OF0,4
19,3126,821,499,319,74,157,1785.0,Mobile,MRHOF,4
11,3984,939,1790,746,158,107,1744.0,Static,MRHOF,4
21,4875,405,1762,68,21,297,891.0,Mobile,MRHOF,4
1,2284,739,29,407,113,139,1211.0,Mobile,MRHOF,4
2,2768,426,2811,95,11,215,1188.0,Mobile,MRHOF,4
3,3083,941,392,678,87,158,1405.0,Mobile,MRHOF,4
4,4932,488,3075,97,20,127,864.0,Mobile,OF0,4
5,3629,238,1068,681,70,222,1230.0,Static,OF0,4
6,2635,885,2657,567,129,266,1726.0,Static,OF0,4
7,3375,820,1494,232,17,148,755.0,Static,OF0,4
8,3295,892,616,423,34,252,1218.0,Mobile,OF0,4
9,4299,338,3272,724,72,144,1597.0,Static,OF0,4
10,2040,825,3782,377,10,110,1827.0,Static,MRHOF,4
11,4366,723,2194,795,179,139,2035.0,Mobile,MRHOF,4
12,4445,841,3078,249,46,284,1701.0,Static,MRHOF,4
1,2317,304,1708,274,28,121,1335.0,Static,MRHOF,4
2,2522,500,1131,695,213,280,1265.0,Mobile,OF0,4
3,2840,484,3950,432,115,272,1811.0,Static,OF0,4
16,2967,226,134,779,158,236,2006.0,Mobile,OF0,4
17,3226,288,1746,772,175,229,1462.0,Mobile,OF0,4
6,2383,680,2870,446,104,160,,Mobile,MRHOF,4
19,3718,888,1561,116,25,184,1239.0,Static,MRHOF,4
8,4829,523,3009,622,118,141,1973.0,Static,OF0,4
21,3494,586,1138,751,77,145,,Mobile,OF0,4
10,2264,805,586,111,5,162,1109.0,Mobile,MRHOF,4
11,3330,604,1259,192,25,225,1645.0,Static,MRHOF,4
3,2767,947,2079,624,0,241,1972.0,Mobile,OF0,4
1,4918,253,3420,67,4,216,1487.0,Mobile,MRHOF,4
2,4490,538,853,360,7,265,1793.0,Mobile,MRHOF,4
6,4940,988,2375,666,134,163,1481.0,Static,MRHOF,4
4,2201,596,1756,63,0,107,979.0,Mobile,OF0,4
5,2283,558,416,601,87,166,1796.0,Mobile,OF0,4
9,4020,691,2873,661,155,216,1682.0,Static,OF0,4
7,4495,902,3539,59,12,225,734.0,Static,MRHOF,4
11,3030,979,677,702,133,279,1277.0,Static,OF0,4
9,3770,679,2943,175,31,233,721.0,Mobile,MRHOF,4
13,3048,722,2923,702,116,232,1757.0,Static,MRHOF,4
11,3076,561,1251,282,7,192,1615.0,Mobile,OF0,4
15,4830,773,3701,514,77,193,1440.0,Static,MRHOF,4
16,4702,752,2545,778,64,254,1322.0,Static,OF0,4
17,2503,792,1190,742,117,274,1743.0,Static,OF0,4
18,3771,586,2939,630,104,105,1204.0,Mobile,OF0,4
4,3020,778,2823,108,22,233,1490.0,Mobile,OF0,4
5,2935,823,1271,648,133,295,1634.0,Static,OF0,4
21,3626,511,1370,672,73,165,1421.0,Static,MRHOF,4
7,4220,472,494,462,91,293,,Mobile,MRHOF,4
2,2221,714,3115,132,38,240,1154.0,Static,OF0,4
9,4260,980,2726,159,13,240,1242.0,Mobile,OF0,4
4,4177,620,2883,189,34,275,944.0,Mobile,MRHOF,4
5,3269,465,3126,541,3,123,,Mobile,OF0,4
12,2104,425,2028,658,93,168,2007.0,Static,MRHOF,4
7,4574,673,3292,245,37,124,1105.0,Static,OF0,4
2,3739,653,2517,70,21,173,1547.0,Static,OF0,4
3,2603,632,2442,280,86,288,966.0,Static,MRHOF,4
4,3169,891,64,523,25,298,1046.0,Static,MRHOF,4
11,2524,972,3006,573,6,125,1341.0,Static,OF0,4
6,3634,334,2600,556,99,130,1704.0,Mobile,MRHOF,4
7,3678,943,3709,432,143,285,,Static,MRHOF,4
8,4594,398,223,578,114,140,1370.0,Static,MRHOF,4
9,3655,887,536,509,72,134,1248.0,Static,MRHOF,4
16,4403,616,2963,565,18,280,1839.0,Mobile,MRHOF,4
17,3490,208,936,441,58,255,1073.0,Static,OF0,4
18,3261,374,599,721,157,111,1630.0,Static,MRHOF,4
19,3067,456,1207,631,127,279,1181.0,Static,OF0,4
20,3966,565,2295,390,123,291,1405.0,Static,OF0,4
3,4478,581,1084,289,45,162,1023.0,Static,MRHOF,4
1,4078,891,2446,733,195,134,1996.0,Static,MRHOF,4
5,4867,729,3140,96,7,195,647.0,Static,OF0,4
3,3092,363,2776,266,69,131,951.0,Static,MRHOF,4
4,2510,441,2475,517,125,241,1376.0,Static,OF0,4
8,4479,241,1487,308,12,282,1609.0,Mobile,MRHOF,4
9,3799,747,3096,670,54,236,1553.0,Mobile,MRHOF,4
